Frequency (Hz)	Level (dB)
10766.601562	-82.265732
10852.734375	-82.971611
10938.867188	-83.595474
11025.000000	-82.270653
11111.132812	-81.428894
11197.265625	-80.579674
11283.398438	-80.654259
11369.531250	-80.448372
11455.664062	-81.272812
11541.796875	-82.067993
11627.929688	-81.565804
11714.062500	-81.811180
11800.195312	-80.531761
11886.328125	-79.923569
11972.460938	-79.655922
12058.593750	-80.522507
12144.726562	-82.328102
12230.859375	-84.139587
12316.992188	-85.369621
12403.125000	-84.705467
12489.257812	-82.172340
12575.390625	-80.287933
12661.523438	-80.293961
12747.656250	-81.163002
12833.789062	-83.461830
12919.921875	-84.483200
13006.054688	-83.524757
13092.187500	-83.097694
13178.320312	-81.715714
13264.453125	-80.545044
13350.585938	-80.389061
13436.718750	-80.871643
13522.851562	-81.360802
13608.984375	-80.171486
13695.117188	-80.282867
13781.250000	-80.979752
13867.382812	-82.284904
13953.515625	-82.275734
14039.648438	-83.002060
14125.781250	-83.800842
14211.914062	-83.609688
14298.046875	-82.151131
14384.179688	-81.260811
14470.312500	-82.614265
14556.445312	-82.206787
14642.578125	-81.236916
14728.710938	-82.640450
14814.843750	-84.074692
14900.976562	-83.456238
14987.109375	-83.032845
15073.242188	-82.359589
15159.375000	-84.180565
15245.507812	-86.187271
15331.640625	-87.556381
15417.773438	-88.466331
15503.906250	-88.267227
15590.039062	-87.119049
15676.171875	-85.746201
15762.304688	-84.455070
15848.437500	-84.596283
15934.570312	-86.354584
16020.703125	-87.572563
16106.835938	-86.997910
16192.968750	-85.891869
16279.101562	-84.831055
16365.234375	-84.117203
16451.367188	-83.825806
16537.500000	-84.502930
16623.632812	-85.587891
16709.765625	-85.741829
16795.898438	-85.213226
16882.031250	-85.490784
16968.164062	-85.572617
17054.296875	-85.652626
17140.429688	-85.700470
17226.562500	-86.600319
17312.695312	-87.795013
17398.828125	-89.662872
17484.960938	-90.019302
17571.093750	-89.392525
17657.226562	-89.414452
17743.359375	-90.271927
17829.492188	-90.727859
17915.625000	-90.908165
18001.757812	-92.413406
18087.890625	-92.378822
18174.023438	-91.604362
18260.156250	-90.646881
18346.289062	-90.189308
18432.421875	-91.371796
18518.554688	-91.939941
18604.687500	-94.710548
18690.820312	-96.793724
18776.953125	-97.329178
18863.085938	-97.647156
18949.218750	-97.561638
19035.351562	-97.626396
19121.484375	-98.219917
19207.617188	-97.396309
19293.750000	-96.975410
19379.882812	-97.569061
19466.015625	-97.857368
19552.148438	-99.879547
19638.281250	-101.635918
19724.414062	-102.749535
19810.546875	-104.085640
19896.679688	-105.413795
19982.812500	-105.064880
20068.945312	-105.005791
20155.078125	-106.471802
20241.210938	-107.086090
20327.343750	-108.120308
20413.476562	-110.117104
20499.609375	-110.268593
20585.742188	-111.528946
20671.875000	-111.080032
20758.007812	-109.237251
20844.140625	-109.042206
20930.273438	-112.883011
21016.406250	-116.623611
21102.539062	-118.036789
21188.671875	-120.619324
21274.804688	-124.346504
21360.937500	-128.623047
21447.070312	-127.839737
21533.203125	-126.726471
21619.335938	-125.875435
21705.468750	-127.571861
21791.601562	-134.995438
21877.734375	-144.886292
21963.867188	-153.033722

Frequency (Hz)	Level (dB)
86.132812	-67.982582
172.265625	-66.403069
258.398438	-67.725426
344.531250	-70.551208
430.664062	-74.128693
516.796875	-76.595558
602.929688	-77.368851
689.062500	-78.857414
775.195312	-77.895844
861.328125	-76.140717
947.460938	-75.808334
1033.593750	-76.070045
1119.726562	-75.774353
1205.859375	-75.888481
1291.992188	-73.642128
1378.125000	-71.613251
1464.257812	-69.691879
1550.390625	-67.440140
1636.523438	-68.171417
1722.656250	-66.554115
1808.789062	-63.727394
1894.921875	-66.481239
1981.054688	-69.716797
2067.187500	-70.878494
2153.320312	-72.048599
2239.453125	-72.248177
2325.585938	-72.913361
2411.718750	-73.076248
2497.851562	-71.734573
2583.984375	-70.967720
2670.117188	-70.687309
2756.250000	-70.817253
2842.382812	-70.306679
2928.515625	-69.730072
3014.648438	-70.942207
3100.781250	-71.234909
3186.914062	-71.406807
3273.046875	-71.594467
3359.179688	-71.942596
3445.312500	-73.168449
3531.445312	-73.882767
3617.578125	-74.522247
3703.710938	-74.410477
3789.843750	-74.474304
3875.976562	-74.839012
3962.109375	-74.496574
4048.242188	-73.691956
4134.375000	-72.938065
4220.507812	-72.754295
4306.640625	-73.140236
4392.773438	-72.639030
4478.906250	-72.242455
4565.039062	-72.233810
4651.171875	-71.443481
4737.304688	-70.238091
4823.437500	-70.617073
4909.570312	-70.655609
4995.703125	-70.776192
5081.835938	-71.880211
5167.968750	-71.560410
5254.101562	-70.015656
5340.234375	-69.767471
5426.367188	-69.939590
5512.500000	-69.623688
5598.632812	-70.447472
5684.765625	-72.995323
5770.898438	-73.865547
5857.031250	-72.866409
5943.164062	-71.884155
6029.296875	-71.280113
6115.429688	-70.789612
6201.562500	-71.643288
6287.695312	-73.411163
6373.828125	-74.186119
6459.960938	-74.552063
6546.093750	-74.753471
6632.226562	-74.384735
6718.359375	-74.285706
6804.492188	-75.374229
6890.625000	-77.624855
6976.757812	-79.771919
7062.890625	-79.457512
7149.023438	-77.638222
7235.156250	-76.147499
7321.289062	-75.519562
7407.421875	-76.473000
7493.554688	-76.910309
7579.687500	-77.182266
7665.820312	-75.969093
7751.953125	-74.007065
7838.085938	-71.879761
7924.218750	-71.152977
8010.351562	-71.506958
8096.484375	-71.882095
8182.617188	-71.195915
8268.750000	-69.879013
8354.882812	-68.656799
8441.015625	-67.934158
8527.148438	-67.650421
8613.281250	-67.701324
8699.414062	-68.678139
8785.546875	-69.477020
8871.679688	-70.693764
8957.812500	-70.663208
9043.945312	-69.474350
9130.078125	-68.911682
9216.210938	-69.401009
9302.343750	-70.309227
9388.476562	-72.090294
9474.609375	-74.779610
9560.742188	-76.409706
9646.875000	-76.911545
9733.007812	-76.859810
9819.140625	-75.486755
9905.273438	-75.016823
9991.406250	-75.976196
10077.539062	-79.157181
10163.671875	-82.448059
10249.804688	-82.826363
10335.937500	-80.454926
10422.070312	-78.996201
10508.203125	-78.549530
10594.335938	-78.323677
10680.468750	-78.210121
10766.601562	-80.464684
10852.734375	-79.401077
10938.867188	-77.343887
11025.000000	-77.406487
11111.132812	-78.361908
11197.265625	-78.073868
11283.398438	-78.555405
11369.531250	-79.200951
11455.664062	-80.356483
11541.796875	-80.079819
11627.929688	-81.318832
11714.062500	-82.242279
11800.195312	-83.806145
11886.328125	-84.349197
11972.460938	-83.044121
12058.593750	-82.966026
12144.726562	-84.908333
12230.859375	-85.804146
12316.992188	-86.121094
12403.125000	-86.765137
12489.257812	-87.100143
12575.390625	-87.760635
12661.523438	-88.006973
12747.656250	-87.166733
12833.789062	-86.539215
12919.921875	-86.415573
13006.054688	-86.702827
13092.187500	-85.836288
13178.320312	-85.003708
13264.453125	-85.635750
13350.585938	-87.695938
13436.718750	-88.860184
13522.851562	-88.541412
13608.984375	-87.479950
13695.117188	-86.515282
13781.250000	-85.467278
13867.382812	-86.148247
13953.515625	-87.178261
14039.648438	-86.877342
14125.781250	-84.965752
14211.914062	-85.011604
14298.046875	-84.376579
14384.179688	-84.259460
14470.312500	-84.340630
14556.445312	-85.565826
14642.578125	-85.768517
14728.710938	-85.624771
14814.843750	-85.077919
14900.976562	-85.641197
14987.109375	-86.681450
15073.242188	-87.744598
15159.375000	-88.784286
15245.507812	-89.295616
15331.640625	-89.628288
15417.773438	-88.385796
15503.906250	-87.375336
15590.039062	-86.557877
15676.171875	-85.885719
15762.304688	-85.340271
15848.437500	-86.603188
15934.570312	-88.108269
16020.703125	-88.011063
16106.835938	-88.103683
16192.968750	-86.146706
16279.101562	-84.562660
16365.234375	-84.430344
16451.367188	-84.650307
16537.500000	-85.276100
16623.632812	-86.712364
16709.765625	-89.015755
16795.898438	-89.180733
16882.031250	-88.549904
16968.164062	-87.620522
17054.296875	-88.286781
17140.429688	-88.763794
17226.562500	-88.881935
17312.695312	-89.649765
17398.828125	-90.638168
17484.960938	-90.809578
17571.093750	-90.518623
17657.226562	-90.003510
17743.359375	-90.437279
17829.492188	-91.583664
17915.625000	-92.525185
18001.757812	-94.215630
18087.890625	-95.182884
18174.023438	-94.599602
18260.156250	-94.352364
18346.289062	-94.647842
18432.421875	-95.273636
18518.554688	-97.144012
18604.687500	-97.934578
18690.820312	-96.808922
18776.953125	-94.768188
18863.085938	-95.443336
18949.218750	-97.888924
19035.351562	-100.444725
19121.484375	-102.194550
19207.617188	-102.263054
19293.750000	-102.384644
19379.882812	-102.071655
19466.015625	-101.926750
19552.148438	-102.175087
19638.281250	-102.487007
19724.414062	-103.590935
19810.546875	-105.444191
19896.679688	-106.333000
19982.812500	-107.468674
20068.945312	-108.820953
20155.078125	-111.440269
20241.210938	-112.381241
20327.343750	-114.133873
20413.476562	-117.636917
20499.609375	-119.337257
20585.742188	-121.571632
20671.875000	-121.534431
20758.007812	-121.266403
20844.140625	-123.786285
20930.273438	-124.699936
21016.406250	-124.766945
21102.539062	-126.031357
21188.671875	-128.864258
21274.804688	-130.122574
21360.937500	-130.898071
21447.070312	-132.173950
21533.203125	-132.370209
21619.335938	-133.821426
21705.468750	-138.003281
21791.601562	-147.299942
21877.734375	-155.301361
21963.867188	-161.106522
