Frequency (Hz)	Level (dB)
13608.984375	-105.248085
13695.117188	-104.912964
13781.250000	-104.831940
13867.382812	-105.141373
13953.515625	-105.011047
14039.648438	-104.848328
14125.781250	-104.533218
14211.914062	-105.116394
14298.046875	-104.998497
14384.179688	-104.114182
14470.312500	-104.233566
14556.445312	-103.612862
14642.578125	-103.591522
14728.710938	-104.654190
14814.843750	-104.591026
14900.976562	-104.530930
14987.109375	-104.944199
15073.242188	-104.655128
15159.375000	-104.892677
15245.507812	-105.349419
15331.640625	-106.000320
15417.773438	-105.988983
15503.906250	-104.973717
15590.039062	-103.473404
15676.171875	-102.298004
15762.304688	-102.426399
15848.437500	-102.371689
15934.570312	-103.597992
16020.703125	-105.640984
16106.835938	-105.391342
16192.968750	-105.007309
16279.101562	-104.552452
16365.234375	-104.464783
16451.367188	-105.191841
16537.500000	-105.852921
16623.632812	-106.328590
16709.765625	-106.953255
16795.898438	-107.888145
16882.031250	-108.486450
16968.164062	-107.187668
17054.296875	-104.480095
17140.429688	-103.703079
17226.562500	-104.170502
17312.695312	-105.846741
17398.828125	-107.919655
17484.960938	-110.157990
17571.093750	-111.188721
17657.226562	-111.379677
17743.359375	-111.055847
17829.492188	-110.743217
17915.625000	-109.944946
18001.757812	-109.959740
18087.890625	-109.809174
18174.023438	-108.398720
18260.156250	-107.418175
18346.289062	-106.964424
18432.421875	-107.293190
18518.554688	-108.240501
18604.687500	-110.099342
18690.820312	-111.899719
18776.953125	-111.914070
18863.085938	-109.884468
18949.218750	-109.523918
19035.351562	-109.624001
19121.484375	-109.713463
19207.617188	-110.900383
19293.750000	-113.440414
19379.882812	-115.900681
19466.015625	-118.537697
19552.148438	-120.892700
19638.281250	-120.223129
19724.414062	-119.440422
19810.546875	-120.158928
19896.679688	-120.958458
19982.812500	-121.804329
20068.945312	-123.877777
20155.078125	-123.956551
20241.210938	-125.126610
20327.343750	-126.504471
20413.476562	-125.922211
20499.609375	-122.047867
20585.742188	-119.119141
20671.875000	-119.885437
20758.007812	-120.115662
20844.140625	-118.974892
20930.273438	-122.148209
21016.406250	-123.666260
21102.539062	-125.652939
21188.671875	-126.657120
21274.804688	-127.236496
21360.937500	-129.137634
21447.070312	-130.056747
21533.203125	-128.577316
21619.335938	-128.662216
21705.468750	-131.651169
21791.601562	-141.944901
21877.734375	-153.029297
21963.867188	-158.395752
