Frequency (Hz)	Level (dB)
9130.078125	-72.795128
9216.210938	-72.857628
9302.343750	-74.020302
9388.476562	-76.061241
9474.609375	-76.978477
9560.742188	-76.795418
9646.875000	-76.423981
9733.007812	-75.223785
9819.140625	-75.757179
9905.273438	-76.674278
9991.406250	-79.398483
10077.539062	-81.153755
10163.671875	-77.596329
10249.804688	-74.639565
10335.937500	-71.992126
10422.070312	-71.154366
10508.203125	-73.236702
10594.335938	-75.546806
10680.468750	-77.259460
10766.601562	-79.325722
10852.734375	-76.750000
10938.867188	-74.972900
11025.000000	-74.431580
11111.132812	-74.416016
11197.265625	-74.323486
11283.398438	-73.705772
11369.531250	-72.410553
11455.664062	-72.335899
11541.796875	-71.627090
11627.929688	-72.284737
11714.062500	-73.546852
11800.195312	-73.935020
11886.328125	-74.533234
11972.460938	-75.019798
12058.593750	-75.488731
12144.726562	-75.621201
12230.859375	-75.102074
12316.992188	-74.478409
12403.125000	-73.974640
12489.257812	-74.638252
12575.390625	-76.113831
12661.523438	-78.006058
12747.656250	-78.986412
12833.789062	-80.302040
12919.921875	-81.852188
13006.054688	-81.582680
13092.187500	-79.698158
13178.320312	-80.016968
13264.453125	-81.593864
13350.585938	-84.394348
13436.718750	-85.498329
13522.851562	-83.771843
13608.984375	-82.372879
13695.117188	-83.289276
13781.250000	-84.948990
13867.382812	-87.774368
13953.515625	-88.938789
14039.648438	-87.337234
14125.781250	-85.561684
14211.914062	-84.436623
14298.046875	-83.309425
14384.179688	-83.415840
14470.312500	-84.577408
14556.445312	-84.857231
14642.578125	-85.738968
14728.710938	-83.445694
14814.843750	-80.776306
14900.976562	-79.508453
14987.109375	-80.330055
15073.242188	-83.820076
15159.375000	-87.792145
15245.507812	-88.603935
15331.640625	-87.942886
15417.773438	-85.768967
15503.906250	-84.713615
15590.039062	-85.884453
15676.171875	-87.503662
15762.304688	-88.336479
15848.437500	-88.180389
15934.570312	-88.458397
16020.703125	-88.000526
16106.835938	-86.683235
16192.968750	-84.908546
16279.101562	-83.632706
16365.234375	-84.240524
16451.367188	-86.751976
16537.500000	-89.546555
16623.632812	-89.242134
16709.765625	-88.315544
16795.898438	-88.504707
16882.031250	-89.011574
16968.164062	-89.376572
17054.296875	-89.137489
17140.429688	-88.522598
17226.562500	-87.761086
17312.695312	-86.525620
17398.828125	-85.369057
17484.960938	-83.812950
17571.093750	-82.797180
17657.226562	-84.157234
17743.359375	-86.517250
17829.492188	-87.666763
17915.625000	-86.886208
18001.757812	-85.889198
18087.890625	-85.641541
18174.023438	-87.113663
18260.156250	-90.610260
18346.289062	-93.029480
18432.421875	-96.101402
18518.554688	-96.618095
18604.687500	-95.422104
18690.820312	-94.694199
18776.953125	-96.565681
18863.085938	-100.486481
18949.218750	-100.763428
19035.351562	-98.776230
19121.484375	-98.781250
19207.617188	-100.236191
19293.750000	-99.838959
19379.882812	-100.341637
19466.015625	-101.869255
19552.148438	-103.187531
19638.281250	-105.412209
19724.414062	-106.228745
19810.546875	-106.181564
19896.679688	-104.919586
19982.812500	-104.036797
20068.945312	-105.700356
20155.078125	-110.682312
20241.210938	-112.525528
20327.343750	-114.248413
20413.476562	-117.784973
20499.609375	-122.112389
20585.742188	-123.679054
20671.875000	-124.033897
20758.007812	-126.115677
20844.140625	-131.209961
20930.273438	-132.625443
21016.406250	-134.524002
21102.539062	-132.854187
21188.671875	-126.064934
21274.804688	-125.738846
21360.937500	-129.256454
21447.070312	-131.104858
21533.203125	-130.050415
21619.335938	-127.770691
21705.468750	-128.355057
21791.601562	-135.705826
21877.734375	-150.565399
21963.867188	-162.876328
